reviewerId,text,rate,publishedAtDate,isLocalGuide,placeId
112399021902694828837,,5,2024-02-19T13:57:47.231Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
110222319956958488865,,4,2024-02-13T03:35:10.570Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
103131202346538071301,,4,2024-02-12T15:02:32.776Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
102269207443106114126,,5,2024-01-19T09:22:26.708Z,FALSE,ChIJgaSgQQKV1i0RNTHcruo-0ag
107989858921210061541,"Cozy place, cocok buat nugas individual, bareng doi, cocok juga buat kumpul yg temennya dikit 🤭. Menunya oke sih harga ya standar lah tergantung sudut pandang masing2 tp bagi mahasiswa worth it sih.",5,2024-01-15T10:57:07.967Z,TRUE,ChIJgaSgQQKV1i0RNTHcruo-0ag
112913420761154483526,,5,2024-07-01T10:31:31.819Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104334851252452053182,,5,2024-06-30T15:47:39.807Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
108903092881473679935,,5,2024-06-30T14:24:37.734Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
105189136862844848821,,5,2024-06-14T14:01:10.083Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
113678602326866091364,"Khusus mínuman serba kopi... Baik itu kopi panas, es kopi n roti khas beli kopi",4,2024-06-13T12:26:50.369Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
112670607783725831648,,5,2024-06-08T17:41:44.445Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106679163012276441111,,1,2024-05-31T13:28:33.613Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
102922761108569463045,"disgusting, pelayanan buruk. Nanya baik"" malah dijawab jutekk, ga ada profesionalitasnya sama sekali",1,2024-05-26T05:53:16.402Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111582333314959572973,sebenernya makanannya enak. cuma pelayanannya si mbak2 kek wkwkw hdehh..,3,2024-05-22T23:31:01.540Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
107806323965410283065,"Biasanya aku minum kopi cuma pada saat dibutuhkan, tapi pas nyoba salah satu menu belikopi yaitu kopi susu nusantara, aku jadi suka kopi 😭 enak banget?? trus murah juga 😭🙏 sejak saat itu aku jdi pgn beli kopi mulu 😇 PDHL GW PGN BERHEMAT AAKKK",5,2024-05-20T01:41:30.803Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111305370956089390829,Pelayane banting uangku ga ramah yang cewe. Tau paling capek tapi aku dadi ga mood ngopi (kata ceweku),4,2024-05-14T13:08:10.536Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117574883623285260041,,3,2024-05-03T07:50:15.569Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
112352414970629893894,,5,2024-05-01T06:28:21.167Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
110032962754387014368,,5,2024-04-21T00:04:53.264Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
